Frame, Inference_Time(ms), CPU(%), RAM(MB), GPU_Mem(MB)
1781, 9.99, 20.0, 3107.18, 52.39
1782, 10.08, 25.0, 3107.18, 52.39
1783, 10.02, 28.6, 3107.25, 52.39
1784, 10.01, 26.7, 3107.25, 52.39
1785, 9.93, 25.0, 3107.25, 52.39
1786, 9.95, 21.4, 3107.25, 52.39
1787, 9.99, 20.0, 3107.25, 52.39
1788, 9.94, 20.0, 3107.25, 52.39
1789, 9.96, 20.0, 3107.25, 52.39
1790, 10.05, 21.4, 3107.25, 52.39
1791, 9.93, 15.4, 3107.25, 52.39
1792, 9.89, 25.0, 3107.33, 52.39
1793, 9.97, 20.0, 3107.33, 52.39
1794, 9.96, 26.7, 3107.33, 52.39
1795, 9.99, 26.7, 3107.33, 52.39
1796, 9.95, 31.3, 3107.33, 52.39
1797, 9.91, 21.4, 3107.33, 52.39
1798, 9.94, 25.0, 3107.33, 52.39
1799, 10.07, 20.0, 3107.33, 52.39
1800, 10.02, 29.4, 3107.33, 52.39
1801, 9.95, 21.4, 3107.33, 52.39
1802, 10.09, 20.0, 3107.24, 52.39
1803, 9.95, 21.4, 3107.24, 52.39
1804, 10.01, 25.0, 3107.24, 52.39
1805, 10.04, 20.0, 3107.24, 52.39
1806, 10.09, 21.4, 3107.24, 52.39
1807, 9.96, 29.4, 3107.24, 52.39
1808, 9.96, 31.2, 3107.24, 52.39
1809, 10.06, 25.0, 3107.13, 52.39
1810, 10.01, 20.0, 3107.13, 52.39
1811, 9.99, 20.0, 3107.13, 52.39
1812, 9.98, 14.3, 3107.21, 52.39
1813, 9.96, 29.4, 3107.21, 52.39
1814, 9.94, 31.2, 3107.21, 52.39
1815, 9.99, 15.4, 3107.21, 52.39
1816, 9.97, 25.0, 3107.21, 52.39
1817, 10.02, 25.0, 3107.21, 52.39
1818, 9.96, 20.0, 3107.21, 52.39
1819, 9.98, 31.3, 3107.21, 52.39
1820, 9.98, 18.7, 3107.21, 52.39
1821, 10.07, 25.0, 3107.29, 52.39
1822, 9.99, 26.7, 3107.29, 52.39
1823, 10.17, 33.3, 3107.29, 52.39
1824, 10.04, 20.0, 3107.29, 52.39
1825, 9.94, 21.4, 3107.29, 52.39
1826, 9.92, 20.0, 3107.29, 52.39
1827, 10.02, 21.4, 3107.29, 52.39
1828, 9.94, 20.0, 3107.29, 52.39
1829, 10.02, 20.0, 3107.20, 52.39
1830, 10.07, 25.0, 3107.20, 52.39
1831, 10.04, 29.4, 3107.20, 52.39
1832, 9.85, 25.0, 3107.20, 52.39
1833, 9.92, 20.0, 3107.20, 52.39
1834, 10.08, 25.0, 3107.20, 52.39
1835, 10.03, 21.4, 3107.20, 52.39
1836, 10.06, 20.0, 3107.20, 52.39
1837, 9.89, 29.4, 3107.20, 52.39
1838, 9.95, 21.4, 3107.28, 52.39
1839, 10.02, 25.0, 3107.28, 52.39
1840, 9.97, 20.0, 3107.28, 52.39
1841, 11.65, 20.0, 3107.28, 52.39
1842, 10.11, 20.0, 3107.28, 52.39
1843, 9.94, 25.0, 3107.28, 52.39
1844, 9.99, 20.0, 3107.28, 52.39
1845, 10.06, 21.4, 3107.28, 52.39
1846, 10.04, 18.8, 3107.19, 52.39
1847, 10.07, 25.0, 3107.19, 52.39
1848, 9.89, 20.0, 3107.19, 52.39
1849, 9.98, 20.0, 3107.11, 52.39
1850, 9.92, 21.4, 3107.11, 52.39
1851, 9.95, 25.0, 3107.11, 52.39
1852, 9.95, 20.0, 3107.11, 52.39
1853, 10.00, 14.3, 3107.18, 52.39
1854, 10.02, 25.0, 3107.18, 52.39
1855, 9.96, 20.0, 3107.18, 52.39
1856, 9.97, 21.4, 3107.18, 52.39
1857, 9.92, 20.0, 3107.18, 52.39
1858, 10.09, 29.4, 3107.18, 52.39
1859, 10.00, 25.0, 3107.18, 52.39
1860, 9.99, 25.0, 3107.18, 52.39
1861, 9.89, 20.0, 3107.18, 52.39
1862, 9.90, 40.0, 3107.09, 52.39
1863, 10.04, 18.8, 3107.09, 52.39
1864, 9.91, 26.7, 3107.09, 52.39
1865, 9.99, 20.0, 3107.09, 52.39
1866, 10.08, 25.0, 3107.09, 52.39
1867, 9.89, 20.0, 3107.09, 52.39
1868, 9.96, 25.0, 3107.09, 52.39
1869, 9.94, 26.7, 3107.09, 52.39
1870, 9.99, 23.5, 3107.17, 52.39
1871, 10.03, 20.0, 3107.17, 52.39
1872, 10.01, 25.0, 3107.17, 52.39
1873, 10.01, 21.4, 3107.17, 52.39
1874, 9.88, 26.7, 3107.17, 52.39
1875, 9.95, 26.7, 3107.17, 52.39
1876, 10.00, 20.0, 3107.17, 52.39
1877, 10.06, 26.7, 3107.17, 52.39
1878, 10.01, 14.3, 3107.17, 52.39
1879, 9.99, 25.0, 3107.17, 52.39
1880, 10.03, 20.0, 3107.25, 52.39
1881, 10.03, 21.4, 3107.25, 52.39
1882, 10.13, 25.0, 3107.25, 52.39
1883, 10.03, 20.0, 3107.25, 52.39
1884, 10.04, 18.7, 3107.25, 52.39
1885, 10.05, 15.4, 3107.25, 52.39
1886, 9.94, 20.0, 3107.25, 52.39
1887, 10.05, 26.7, 3107.07, 52.39
1888, 10.06, 20.0, 3107.07, 52.39
1889, 10.05, 20.0, 3107.15, 52.39
1890, 9.99, 21.4, 3107.15, 52.39
1891, 10.03, 25.0, 3107.15, 52.39
1892, 9.85, 20.0, 3107.15, 52.39
1893, 9.99, 26.7, 3107.15, 52.39
1894, 10.04, 20.0, 3107.15, 52.39
1895, 10.03, 26.7, 3107.15, 52.39
1896, 10.02, 20.0, 3107.15, 52.39
1897, 10.01, 20.0, 3107.15, 52.39
1898, 10.05, 26.7, 3107.06, 52.39
1899, 10.05, 25.0, 3107.06, 52.39
1900, 10.04, 31.3, 3107.06, 52.39
1901, 10.15, 28.6, 3107.06, 52.39
1902, 10.12, 29.4, 3107.06, 52.39
1903, 10.14, 21.4, 3107.06, 52.39
1904, 10.01, 20.0, 3107.06, 52.39
1905, 11.59, 25.0, 3107.06, 52.39
1906, 9.97, 25.0, 3107.06, 52.39
1907, 9.97, 25.0, 3107.14, 52.39
1908, 10.09, 21.4, 3107.14, 52.39
1909, 9.97, 20.0, 3107.14, 52.39
1910, 10.05, 31.2, 3107.14, 52.39
1911, 9.99, 15.4, 3107.14, 52.39
1912, 10.03, 26.7, 3107.14, 52.39
1913, 9.98, 25.0, 3107.14, 52.39
1914, 9.90, 21.4, 3107.14, 52.39
1915, 10.00, 31.2, 3107.14, 52.39
1916, 10.01, 20.0, 3107.14, 52.39
1917, 10.07, 21.4, 3107.21, 52.39
1918, 10.06, 20.0, 3107.21, 52.39
1919, 9.95, 21.4, 3107.21, 52.39
1920, 10.04, 20.0, 3107.21, 52.39
1921, 10.02, 21.4, 3107.21, 52.39
1922, 9.94, 21.4, 3107.21, 52.39
1923, 10.09, 40.0, 3107.21, 52.39
1924, 10.05, 21.4, 3107.21, 52.39
1925, 10.02, 20.0, 3107.12, 52.39
1926, 9.96, 20.0, 3107.12, 52.39
1927, 9.95, 20.0, 3107.04, 52.39
1928, 10.04, 29.4, 3107.04, 52.39
1929, 10.03, 15.4, 3107.04, 52.39
1930, 10.04, 31.2, 3107.04, 52.39
1931, 9.92, 20.0, 3107.04, 52.39
1932, 10.04, 20.0, 3107.04, 52.39
1933, 10.15, 21.4, 3107.04, 52.39
1934, 9.91, 20.0, 3107.11, 52.39
1935, 10.00, 20.0, 3107.11, 52.39
1936, 9.81, 33.3, 3107.11, 52.39
1937, 9.84, 14.3, 3107.11, 52.39
1938, 9.94, 21.4, 3107.11, 52.39
1939, 9.93, 20.0, 3107.11, 52.39
1940, 9.91, 25.0, 3107.11, 52.39
1941, 10.07, 37.5, 3107.11, 52.39
1942, 10.09, 21.4, 3107.11, 52.39
1943, 10.18, 25.0, 3107.02, 52.39
1944, 9.95, 25.0, 3107.02, 52.39
1945, 9.96, 25.0, 3107.02, 52.39
1946, 9.88, 25.0, 3107.02, 52.39
1947, 9.93, 25.0, 3107.02, 52.39
1948, 9.89, 14.3, 3107.02, 52.39
1949, 10.37, 23.5, 3107.02, 52.39
1950, 9.92, 20.0, 3107.10, 52.39
1951, 9.96, 25.0, 3107.10, 52.39
1952, 9.82, 21.4, 3107.10, 52.39
1953, 9.99, 25.0, 3107.10, 52.39
1954, 10.04, 20.0, 3107.10, 52.39
1955, 10.03, 20.0, 3107.10, 52.39
1956, 10.00, 26.7, 3107.10, 52.39
1957, 10.08, 21.4, 3107.10, 52.39
1958, 9.89, 13.3, 3107.01, 52.39
1959, 10.01, 35.3, 3107.01, 52.39
1960, 10.08, 26.7, 3107.01, 52.39
1961, 10.03, 20.0, 3107.01, 52.39
1962, 10.01, 26.7, 3107.01, 52.39
1963, 10.03, 21.4, 3107.01, 52.39
1964, 10.03, 20.0, 3107.01, 52.39
1965, 9.99, 21.4, 3107.01, 52.39
1966, 10.13, 26.7, 3106.94, 52.39
1967, 10.07, 14.3, 3106.94, 52.39
1968, 10.03, 29.4, 3107.02, 52.39
1969, 11.59, 20.0, 3107.02, 52.39
1970, 9.86, 26.7, 3107.02, 52.39
1971, 9.94, 20.0, 3107.02, 52.39
1972, 9.96, 21.4, 3107.02, 52.39
1973, 10.04, 20.0, 3107.02, 52.39
1974, 9.95, 26.7, 3107.02, 52.39
1975, 10.00, 25.0, 3107.02, 52.39
1976, 9.94, 26.7, 3107.02, 52.39
1977, 10.02, 20.0, 3107.10, 52.39
1978, 10.01, 26.7, 3107.10, 52.39
1979, 9.99, 20.0, 3107.10, 52.39
1980, 10.06, 31.3, 3107.10, 52.39
1981, 10.09, 33.3, 3107.10, 52.39
1982, 9.89, 14.3, 3107.10, 52.39
1983, 9.93, 26.7, 3107.10, 52.39
1984, 10.07, 20.0, 3107.10, 52.39
1985, 9.99, 20.0, 3107.10, 52.39
1986, 10.07, 25.0, 3107.01, 52.39
1987, 9.92, 26.7, 3107.01, 52.39
1988, 9.93, 20.0, 3107.01, 52.39
1989, 10.07, 31.2, 3107.01, 52.39
1990, 10.03, 20.0, 3107.01, 52.39
1991, 10.04, 33.3, 3107.01, 52.39
1992, 9.97, 25.0, 3107.01, 52.39
1993, 9.96, 20.0, 3107.01, 52.39
1994, 9.95, 26.7, 3107.01, 52.39
1995, 9.97, 20.0, 3107.09, 52.39
1996, 10.00, 21.4, 3107.09, 52.39
1997, 10.03, 26.7, 3107.09, 52.39
1998, 9.96, 20.0, 3107.09, 52.39
1999, 9.99, 20.0, 3107.09, 52.39
2000, 10.01, 20.0, 3107.09, 52.39
2001, 9.96, 21.4, 3107.09, 52.39
2002, 10.01, 25.0, 3107.09, 52.39
2003, 10.01, 25.0, 3107.09, 52.39
2004, 10.02, 25.0, 3107.09, 52.39
2005, 9.96, 20.0, 3107.00, 52.39
2006, 10.03, 26.7, 3106.94, 52.39
2007, 9.94, 26.7, 3106.94, 52.39
2008, 10.06, 14.3, 3106.94, 52.39
2009, 9.94, 25.0, 3106.92, 52.39
2010, 10.03, 21.4, 3106.92, 52.39
2011, 10.03, 25.0, 3106.92, 52.39
2012, 9.95, 23.5, 3106.92, 52.39
2013, 10.01, 26.7, 3106.92, 52.39
2014, 10.04, 25.0, 3107.00, 52.39
2015, 10.04, 20.0, 3107.00, 52.39
2016, 10.00, 14.3, 3107.00, 52.39
2017, 9.94, 25.0, 3107.00, 52.39
2018, 9.99, 26.7, 3107.00, 52.39
2019, 10.04, 20.0, 3107.00, 52.39
2020, 10.03, 37.5, 3107.00, 52.39
2021, 10.10, 25.0, 3107.00, 52.39
2022, 10.00, 18.7, 3106.91, 52.39
2023, 9.96, 31.2, 3106.91, 52.39
2024, 9.99, 25.0, 3106.91, 52.39
2025, 10.02, 25.0, 3106.91, 52.39
2026, 10.09, 20.0, 3106.91, 52.39
2027, 9.93, 14.3, 3106.91, 52.39
2028, 9.94, 25.0, 3106.91, 52.39
2029, 10.01, 20.0, 3106.91, 52.39
2030, 10.03, 25.0, 3106.99, 52.39
2031, 9.88, 26.7, 3106.99, 52.39
2032, 9.99, 20.0, 3106.99, 52.39
2033, 11.46, 27.8, 3106.99, 52.39
2034, 9.96, 20.0, 3106.99, 52.39
2035, 9.94, 14.3, 3106.99, 52.39
2036, 9.96, 31.2, 3106.99, 52.39
2037, 9.98, 20.0, 3106.99, 52.39
2038, 10.02, 29.4, 3106.99, 52.39
2039, 9.96, 20.0, 3106.90, 52.39
2040, 9.98, 20.0, 3106.90, 52.39
2041, 10.03, 20.0, 3106.90, 52.39
2042, 9.96, 26.7, 3106.90, 52.39
2043, 10.10, 25.0, 3106.90, 52.39
2044, 9.99, 21.4, 3106.90, 52.39
2045, 10.07, 20.0, 3106.81, 52.39
2046, 9.99, 25.0, 3106.81, 52.39
2047, 9.92, 20.0, 3106.89, 52.39
2048, 10.04, 29.4, 3106.89, 52.39
2049, 10.03, 25.0, 3106.89, 52.39
2050, 10.00, 26.7, 3106.89, 52.39
2051, 10.04, 25.0, 3106.89, 52.39
2052, 10.02, 20.0, 3106.89, 52.39
2053, 9.91, 21.4, 3106.89, 52.39
2054, 9.84, 21.4, 3106.89, 52.39
2055, 9.91, 27.8, 3106.89, 52.39
2056, 10.01, 21.4, 3106.97, 52.39
2057, 10.03, 20.0, 3106.97, 52.39
2058, 10.07, 20.0, 3106.97, 52.39
2059, 9.99, 28.6, 3106.97, 52.39
2060, 9.92, 25.0, 3106.97, 52.39
2061, 9.96, 25.0, 3106.97, 52.39
2062, 10.09, 20.0, 3106.97, 52.39
2063, 10.07, 21.4, 3106.97, 52.39
2064, 10.07, 25.0, 3106.97, 52.39
2065, 10.02, 25.0, 3106.97, 52.39
2066, 9.91, 21.4, 3106.88, 52.39
2067, 10.01, 25.0, 3106.88, 52.39
2068, 10.04, 21.4, 3106.88, 52.39
2069, 9.94, 20.0, 3106.88, 52.39
2070, 9.97, 25.0, 3106.88, 52.39
2071, 10.01, 20.0, 3106.88, 52.39
2072, 9.94, 21.4, 3106.88, 52.39
2073, 10.04, 20.0, 3106.88, 52.39
2074, 9.96, 25.0, 3106.88, 52.39
2075, 9.96, 25.0, 3106.96, 52.39
2076, 10.00, 29.4, 3107.20, 52.39
2077, 9.97, 18.7, 3107.20, 52.39
2078, 10.00, 26.7, 3107.20, 52.39
2079, 9.98, 20.0, 3107.20, 52.39
2080, 10.06, 20.0, 3107.20, 52.39
2081, 9.91, 33.3, 3107.20, 52.39
2082, 9.99, 20.0, 3107.11, 52.39
2083, 10.03, 25.0, 3107.04, 52.39
2084, 10.01, 25.0, 3107.04, 52.39
2085, 9.91, 25.0, 3107.04, 52.39
2086, 9.92, 20.0, 3107.04, 52.39
2087, 10.02, 29.4, 3107.04, 52.39
2088, 10.01, 26.7, 3107.04, 52.39
2089, 9.93, 20.0, 3107.04, 52.39
2090, 9.97, 25.0, 3107.11, 52.39
2091, 9.98, 25.0, 3107.11, 52.39
2092, 9.98, 21.4, 3107.11, 52.39
2093, 10.03, 14.3, 3107.11, 52.39
2094, 9.98, 25.0, 3107.11, 52.39
2095, 9.99, 25.0, 3107.11, 52.39
2096, 10.05, 21.4, 3107.11, 52.39
2097, 11.54, 20.0, 3107.11, 52.39
2098, 9.98, 20.0, 3107.11, 52.39
2099, 9.97, 21.4, 3107.11, 52.39
2100, 9.97, 20.0, 3107.27, 52.39
2101, 10.04, 14.3, 3107.27, 52.39
2102, 10.01, 25.0, 3107.27, 52.39
2103, 10.06, 33.3, 3107.27, 52.39
2104, 10.08, 21.4, 3107.27, 52.39
2105, 9.92, 20.0, 3107.27, 52.39
2106, 9.94, 20.0, 3107.27, 52.39
2107, 10.27, 25.0, 3107.35, 52.39
2108, 10.03, 25.0, 3107.35, 52.39
2109, 10.10, 20.0, 3107.35, 52.39
2110, 10.00, 15.4, 3107.35, 52.39
2111, 9.93, 25.0, 3107.35, 52.39
2112, 10.09, 20.0, 3107.35, 52.39
2113, 10.04, 26.7, 3107.35, 52.39
2114, 9.89, 20.0, 3107.35, 52.39
2115, 10.05, 31.2, 3107.43, 52.39
2116, 10.04, 31.2, 3107.43, 52.39
2117, 9.98, 15.4, 3107.43, 52.39
2118, 10.05, 21.4, 3107.43, 52.39
2119, 9.99, 20.0, 3107.43, 52.39
2120, 9.96, 14.3, 3107.43, 52.39
2121, 9.97, 31.2, 3107.43, 52.39
2122, 10.01, 26.7, 3107.43, 52.39
2123, 10.05, 21.4, 3107.24, 52.39
2124, 10.06, 20.0, 3107.24, 52.39
2125, 9.99, 26.7, 3107.24, 52.39
2126, 9.99, 33.3, 3107.32, 52.39
2127, 10.09, 15.4, 3107.32, 52.39
2128, 10.00, 29.4, 3107.32, 52.39
2129, 9.91, 31.2, 3107.32, 52.39
2130, 9.96, 26.7, 3107.32, 52.39
2131, 10.07, 21.4, 3107.32, 52.39
2132, 9.94, 20.0, 3107.32, 52.39
2133, 9.99, 23.1, 3107.32, 52.39
2134, 9.96, 20.0, 3107.32, 52.39
2135, 10.04, 21.4, 3107.32, 52.39
2136, 10.11, 20.0, 3107.32, 52.39
2137, 10.06, 21.4, 3107.32, 52.39
2138, 10.09, 31.2, 3107.23, 52.39
2139, 9.97, 21.4, 3107.23, 52.39
2140, 10.02, 26.7, 3107.23, 52.39
2141, 10.03, 20.0, 3107.23, 52.39
2142, 9.99, 21.4, 3107.23, 52.39
2143, 10.02, 15.4, 3107.23, 52.39
2144, 9.97, 26.7, 3107.23, 52.39
2145, 10.02, 20.0, 3107.23, 52.39
2146, 10.03, 21.4, 3107.23, 52.39
2147, 10.07, 25.0, 3107.31, 52.39
2148, 10.03, 14.3, 3107.31, 52.39
2149, 10.04, 21.4, 3107.31, 52.39
2150, 9.95, 20.0, 3107.31, 52.39
2151, 9.97, 25.0, 3107.31, 52.39
2152, 9.97, 25.0, 3107.31, 52.39
2153, 9.97, 21.4, 3107.31, 52.39
2154, 10.06, 20.0, 3107.39, 52.39
2155, 10.02, 20.0, 3107.39, 52.39
2156, 9.99, 21.4, 3107.39, 52.39
2157, 10.04, 26.7, 3107.39, 52.39
2158, 10.09, 21.4, 3107.39, 52.39
2159, 9.98, 20.0, 3107.39, 52.39
2160, 10.09, 25.0, 3107.39, 52.39
2161, 11.49, 23.5, 3107.39, 52.39
2162, 10.01, 25.0, 3107.30, 52.39
2163, 9.93, 21.4, 3107.30, 52.39
2164, 10.09, 29.4, 3107.21, 52.39
2165, 9.94, 21.4, 3107.21, 52.39
2166, 9.99, 20.0, 3107.21, 52.39
2167, 10.05, 20.0, 3107.21, 52.39
2168, 9.89, 25.0, 3107.21, 52.39
2169, 9.98, 21.4, 3107.21, 52.39
2170, 9.98, 25.0, 3107.29, 52.39
2171, 10.00, 20.0, 3107.29, 52.39
2172, 10.03, 20.0, 3107.29, 52.39
2173, 10.03, 25.0, 3107.29, 52.39
2174, 9.88, 26.7, 3107.29, 52.39
2175, 9.92, 21.4, 3107.29, 52.39
2176, 9.96, 29.4, 3107.29, 52.39
2177, 9.97, 37.5, 3107.29, 52.39
2178, 10.07, 26.7, 3107.29, 52.39
2179, 10.13, 29.4, 3107.20, 52.39
2180, 10.01, 20.0, 3107.20, 52.39
2181, 9.95, 21.4, 3107.20, 52.39
2182, 10.05, 29.4, 3107.20, 52.39
2183, 9.98, 20.0, 3107.20, 52.39
2184, 10.04, 25.0, 3107.20, 52.39
2185, 9.94, 20.0, 3107.20, 52.39
2186, 9.84, 26.7, 3107.20, 52.39
2187, 9.90, 26.7, 3107.20, 52.39
2188, 10.00, 29.4, 3107.27, 52.39
2189, 10.08, 21.4, 3107.27, 52.39
2190, 9.91, 25.0, 3107.27, 52.39
2191, 10.02, 20.0, 3107.27, 52.39
2192, 10.04, 21.4, 3107.27, 52.39
2193, 10.08, 14.3, 3107.27, 52.39
2194, 10.04, 20.0, 3107.27, 52.39
2195, 10.10, 31.2, 3107.27, 52.39
2196, 10.04, 20.0, 3107.27, 52.39
2197, 9.95, 26.7, 3107.27, 52.39
2198, 10.03, 26.7, 3107.18, 52.39
2199, 9.98, 20.0, 3107.18, 52.39
2200, 10.00, 26.7, 3107.18, 52.39
2201, 9.94, 25.0, 3107.18, 52.39
2202, 10.12, 14.3, 3107.18, 52.39
2203, 9.95, 20.0, 3107.11, 52.39
2204, 9.91, 25.0, 3107.11, 52.39
2205, 10.05, 20.0, 3107.11, 52.39
2206, 10.05, 21.4, 3107.11, 52.39
2207, 9.96, 25.0, 3107.19, 52.39
2208, 10.02, 25.0, 3107.19, 52.39
2209, 9.99, 20.0, 3107.19, 52.39
2210, 9.95, 26.7, 3107.19, 52.39
2211, 9.98, 14.3, 3107.19, 52.39
2212, 10.04, 25.0, 3107.19, 52.39
2213, 10.04, 20.0, 3107.19, 52.39
2214, 9.96, 25.0, 3107.19, 52.39
2215, 10.13, 14.3, 3107.27, 52.39
2216, 10.10, 26.7, 3107.27, 52.39
2217, 10.08, 29.4, 3107.27, 52.39
2218, 10.12, 15.4, 3107.27, 52.39
2219, 10.02, 25.0, 3107.27, 52.39
2220, 9.95, 20.0, 3107.27, 52.39
2221, 9.92, 20.0, 3107.27, 52.39
2222, 10.01, 21.4, 3107.27, 52.39
2223, 9.94, 20.0, 3107.18, 52.39
2224, 10.07, 25.0, 3107.18, 52.39
2225, 11.59, 23.5, 3107.18, 52.39
2226, 10.01, 25.0, 3107.18, 52.39
2227, 10.05, 25.0, 3107.18, 52.39
2228, 9.98, 20.0, 3107.18, 52.39
2229, 10.06, 25.0, 3107.18, 52.39
2230, 10.09, 21.4, 3107.18, 52.39
2231, 9.90, 25.0, 3107.18, 52.39
2232, 9.94, 20.0, 3107.25, 52.39
2233, 9.94, 21.4, 3107.25, 52.39
2234, 9.85, 25.0, 3107.25, 52.39
2235, 9.89, 20.0, 3107.25, 52.39
2236, 9.98, 26.7, 3107.25, 52.39
2237, 9.96, 20.0, 3107.25, 52.39
2238, 9.99, 26.7, 3107.25, 52.39
2239, 9.98, 25.0, 3107.25, 52.39
2240, 9.93, 29.4, 3107.16, 52.39
2241, 10.06, 20.0, 3107.08, 52.39
2242, 9.89, 26.7, 3107.08, 52.39
2243, 9.97, 25.0, 3107.08, 52.39
2244, 10.04, 25.0, 3107.08, 52.39
2245, 10.06, 25.0, 3107.08, 52.39
2246, 9.92, 21.4, 3107.08, 52.39
2247, 9.97, 25.0, 3107.08, 52.39
2248, 10.02, 20.0, 3107.16, 52.39
2249, 9.91, 25.0, 3107.16, 52.39
2250, 10.02, 25.0, 3107.16, 52.39
2251, 9.96, 25.0, 3107.16, 52.39
2252, 9.97, 20.0, 3107.16, 52.39
2253, 9.95, 20.0, 3107.16, 52.39
2254, 10.00, 21.4, 3107.16, 52.39
2255, 10.01, 31.2, 3107.16, 52.39
2256, 10.03, 25.0, 3107.16, 52.39
2257, 10.23, 20.0, 3107.16, 52.39
2258, 9.98, 21.4, 3107.07, 52.39
2259, 9.97, 20.0, 3107.07, 52.39
2260, 9.99, 26.7, 3107.07, 52.39
2261, 10.08, 20.0, 3107.07, 52.39
2262, 9.96, 25.0, 3107.07, 52.39
2263, 10.01, 21.4, 3107.07, 52.39
2264, 9.96, 20.0, 3107.07, 52.39
2265, 9.98, 25.0, 3107.07, 52.39
2266, 10.36, 26.7, 3107.07, 52.39
2267, 10.00, 25.0, 3107.07, 52.39
2268, 10.01, 23.5, 3107.15, 52.39
2269, 9.96, 21.4, 3107.15, 52.39
2270, 9.89, 26.7, 3107.15, 52.39
2271, 9.95, 20.0, 3107.15, 52.39
2272, 10.05, 21.4, 3107.15, 52.39
2273, 10.10, 31.2, 3107.15, 52.39
2274, 11.11, 23.5, 3107.15, 52.39
2275, 9.88, 20.0, 3107.15, 52.39
2276, 9.97, 29.4, 3107.15, 52.39
2277, 10.01, 31.2, 3107.23, 52.39
2278, 10.02, 26.7, 3107.23, 52.39
2279, 9.96, 29.4, 3107.23, 52.39
2280, 10.03, 20.0, 3107.10, 52.39
2281, 9.94, 20.0, 3107.10, 52.39
2282, 9.86, 26.7, 3107.10, 52.39
2283, 10.03, 20.0, 3107.02, 52.39
2284, 10.06, 15.4, 3107.02, 52.39
2285, 9.89, 25.0, 3107.10, 52.39
2286, 9.96, 14.3, 3107.10, 52.39
2287, 9.96, 25.0, 3107.10, 52.39
2288, 9.93, 25.0, 3107.03, 52.39
2289, 11.55, 20.0, 3107.03, 52.39
2290, 10.00, 21.4, 3107.03, 52.39
2291, 10.01, 20.0, 3107.03, 52.39
2292, 9.96, 25.0, 3107.03, 52.39
2293, 9.97, 20.0, 3107.03, 52.39
2294, 9.99, 26.7, 3107.11, 52.39
2295, 10.03, 33.3, 3107.11, 52.39
2296, 10.03, 21.4, 3107.11, 52.39
2297, 9.91, 29.4, 3107.11, 52.39
2298, 9.94, 20.0, 3107.11, 52.39
2299, 9.97, 31.2, 3107.11, 52.39
2300, 9.99, 20.0, 3107.11, 52.39
2301, 9.93, 26.7, 3107.11, 52.39
2302, 9.91, 25.0, 3107.11, 52.39
2303, 9.89, 21.4, 3107.11, 52.39
2304, 10.03, 18.7, 3107.02, 52.39
2305, 9.93, 20.0, 3107.02, 52.39
2306, 9.86, 35.3, 3107.02, 52.39
2307, 10.01, 15.4, 3107.02, 52.39
2308, 10.06, 29.4, 3107.02, 52.39
2309, 9.93, 21.4, 3107.02, 52.39
2310, 10.07, 20.0, 3107.02, 52.39
2311, 10.07, 29.4, 3107.02, 52.39
2312, 10.04, 25.0, 3107.09, 52.39
2313, 10.02, 21.4, 3107.09, 52.39
2314, 10.04, 25.0, 3107.09, 52.39
2315, 9.96, 26.7, 3107.09, 52.39
2316, 9.95, 26.7, 3107.09, 52.39
2317, 9.97, 21.4, 3107.09, 52.39
2318, 9.91, 26.7, 3107.00, 52.39
2319, 10.05, 31.3, 3107.00, 52.39
2320, 10.00, 21.4, 3107.00, 52.39
2321, 9.98, 25.0, 3107.00, 52.39
2322, 10.04, 21.4, 3107.07, 52.39
2323, 10.08, 25.0, 3107.00, 52.39
2324, 9.96, 26.7, 3107.00, 52.39
2325, 10.00, 26.7, 3107.00, 52.39
2326, 9.97, 21.4, 3107.00, 52.39
2327, 9.96, 26.7, 3107.00, 52.39
2328, 10.05, 15.4, 3107.00, 52.39
2329, 10.02, 15.4, 3107.00, 52.39
2330, 9.95, 25.0, 3107.00, 52.39
2331, 9.97, 20.0, 3107.00, 52.39
2332, 9.97, 25.0, 3107.08, 52.39
2333, 9.93, 26.7, 3107.08, 52.39
2334, 10.00, 20.0, 3106.95, 52.39
2335, 10.08, 33.3, 3107.20, 52.39
2336, 10.07, 21.4, 3107.20, 52.39
2337, 9.98, 26.7, 3107.20, 52.39
2338, 9.98, 20.0, 3107.20, 52.39
2339, 9.99, 26.7, 3107.20, 52.39
2340, 10.04, 29.4, 3107.20, 52.39
2341, 9.98, 18.7, 3107.20, 52.39
2342, 11.04, 23.5, 3107.20, 52.39
2343, 9.97, 15.4, 3107.20, 52.39
2344, 9.89, 25.0, 3107.20, 52.39
2345, 9.93, 31.2, 3107.20, 52.39
2346, 10.24, 23.5, 3107.20, 52.39
2347, 9.97, 25.0, 3107.20, 52.39
2348, 10.03, 21.4, 3107.20, 52.39
2349, 9.99, 21.4, 3107.20, 52.39
2350, 9.93, 14.3, 3107.28, 52.39
2351, 9.85, 27.8, 3107.28, 52.39
2352, 9.96, 14.3, 3107.28, 52.39
2353, 11.46, 18.7, 3107.28, 52.39
2354, 10.06, 29.4, 3107.28, 52.39
2355, 9.99, 26.7, 3107.28, 52.39
2356, 9.93, 20.0, 3107.28, 52.39
2357, 9.99, 25.0, 3107.36, 52.39
2358, 10.00, 26.7, 3107.36, 52.39
2359, 9.98, 26.7, 3107.36, 52.39
2360, 10.01, 21.4, 3107.36, 52.39
2361, 10.02, 25.0, 3107.36, 52.39
