Frame,Total_Inf(ms),YOLO(ms),ResNet(ms),UNet(ms),RAM(MB)
1782,243.63,42.42,13.36,187.83,3176.06
1783,236.74,40.70,13.25,182.78,3178.06
1784,232.23,38.22,13.24,180.75,3176.05
1785,232.79,40.65,13.32,178.81,3176.05
1786,240.30,38.27,13.36,188.64,3176.78
1787,229.97,38.39,13.27,178.29,3174.77
1788,226.52,38.40,13.38,174.73,3174.77
1789,230.45,38.45,13.34,178.65,3174.51
1790,262.77,38.78,13.18,210.77,3176.22
1791,236.64,42.39,13.49,180.74,3176.22
1792,233.95,41.86,13.33,178.73,3176.21
1793,232.73,39.92,13.50,179.29,3176.20
1794,240.32,41.25,14.25,184.81,3178.69
1795,230.48,42.20,13.68,174.59,3178.68
1796,228.60,39.11,13.34,176.12,3180.68
1797,227.40,39.28,13.56,174.54,3178.68
1798,227.43,39.19,13.38,174.85,3178.67
1799,255.38,39.46,13.25,202.64,3177.39
1800,239.41,41.67,14.02,183.70,3177.46
1801,221.77,41.60,12.87,167.28,3179.39
1802,235.61,41.48,13.13,180.98,3178.12
1803,228.07,39.54,13.48,175.03,3178.12
1804,249.52,38.30,13.17,198.03,3141.39
1805,231.28,38.96,13.50,178.81,3166.71
1806,230.69,38.72,13.26,178.69,3173.10
1807,227.78,39.01,13.34,175.41,3171.82
1808,259.26,42.64,13.55,203.05,3172.55
1809,234.41,41.24,13.36,179.78,3176.55
1810,233.36,39.16,13.15,181.03,3174.26
1811,230.79,39.37,13.28,178.12,3176.25
1812,231.18,38.19,13.30,179.67,3176.24
1813,227.78,38.31,13.30,176.15,3174.23
1814,228.19,41.03,13.31,173.83,3177.71
1815,226.11,40.71,13.48,171.89,3175.70
1816,233.21,45.00,13.31,174.88,3175.93
1817,260.12,43.36,13.39,203.35,3178.88
1818,236.54,39.73,14.00,182.79,3181.34
1819,232.05,40.56,13.34,178.14,3181.66
1820,231.88,39.12,13.35,179.39,3179.65
1821,231.54,40.68,13.28,177.56,3182.03
1822,234.28,38.99,13.34,181.93,3179.56
1823,211.83,39.95,13.03,158.82,3179.55
1824,231.66,41.30,13.30,177.04,3179.54
1825,234.04,41.45,13.46,179.11,3180.02
1826,263.49,39.44,13.19,210.84,3182.51
1827,233.71,41.28,13.83,178.58,3181.00
1828,233.44,39.13,13.56,180.73,3180.99
1829,231.06,39.27,13.40,178.37,3182.77
1830,232.56,39.75,13.71,179.08,3183.71
1831,225.55,39.44,13.33,172.77,3183.95
1832,251.92,38.83,13.57,199.50,3156.60
1833,233.36,38.76,13.39,181.19,3178.71
1834,231.03,39.25,13.12,178.64,3181.41
1835,251.95,39.02,13.30,199.61,3184.15
1836,229.65,38.59,13.34,177.69,3184.39
1837,239.14,38.87,13.40,186.85,3182.38
1838,243.04,40.17,13.59,189.26,3182.46
1839,231.03,39.02,13.41,178.58,3182.38
1840,231.19,38.94,13.31,178.93,3182.61
1841,228.66,39.27,13.32,176.05,3182.60
1842,237.98,38.97,13.20,185.80,3182.56
1843,230.48,39.11,13.34,178.01,3182.55
1844,254.66,39.50,13.39,201.75,3180.55
1845,224.01,38.98,13.17,171.85,3180.79
1846,246.40,41.71,13.18,191.49,3181.52
1847,232.33,39.39,13.27,179.65,3181.27
1848,231.41,39.01,13.20,179.18,3181.02
1849,227.15,39.00,13.29,174.85,3181.24
1850,237.62,38.76,13.25,185.60,3183.24
1851,230.12,38.88,13.28,177.94,3181.47
1852,228.40,38.93,13.24,176.21,3181.46
1853,257.86,41.76,13.37,202.71,3182.44
1854,241.08,39.01,13.34,188.71,3183.91
1855,232.21,39.44,13.27,179.48,3183.90
1856,230.76,38.94,13.35,178.45,3185.90
1857,219.01,39.09,12.90,166.99,3183.91
1858,237.95,38.26,13.44,186.23,3183.88
1859,231.76,41.07,13.55,177.12,3183.88
1860,257.43,40.91,13.43,203.07,3158.55
1861,236.35,41.53,13.80,181.00,3176.04
1862,267.64,41.20,13.34,213.08,3181.73
1863,234.37,40.71,13.48,180.16,3177.71
1864,230.43,38.22,13.55,178.64,3179.71
1865,233.83,38.40,13.28,182.13,3179.92
1866,239.05,40.76,13.44,184.82,3181.86
1867,232.61,40.90,13.38,178.31,3181.63
1868,232.30,40.66,13.52,178.11,3181.86
1869,230.52,38.23,13.48,178.78,3183.86
1870,237.88,41.00,13.74,183.13,3184.10
1871,256.79,41.14,13.41,202.22,3184.83
1872,235.43,41.08,13.40,180.93,3184.82
1873,237.10,38.41,13.41,185.25,3183.31
1874,232.67,38.31,13.68,180.66,3183.55
1875,228.99,38.12,13.31,177.54,3183.79
1876,230.91,40.79,13.31,176.79,3183.78
1877,228.00,38.41,13.43,176.15,3183.80
1878,235.25,40.75,13.27,181.22,3186.04
1879,233.82,40.64,13.42,179.74,3184.00
1880,256.87,38.87,13.25,204.73,3184.48
1881,235.01,38.71,13.28,183.01,3184.47
1882,233.48,39.14,14.03,180.29,3184.47
1883,237.36,40.74,13.23,183.37,3186.46
1884,232.28,40.63,13.27,178.36,3184.45
1885,230.59,38.30,13.28,178.99,3184.43
1886,240.81,40.60,13.33,186.87,3186.42
1887,227.03,38.26,13.21,175.54,3188.41
1888,230.88,40.59,13.27,177.00,3187.22
1889,276.59,38.60,13.42,224.55,3159.59
1890,239.20,38.94,13.81,186.43,3184.46
1891,229.95,40.95,13.27,175.71,3184.45
1892,230.07,40.57,13.30,176.17,3186.70
1893,231.26,41.58,13.41,176.25,3183.42
1894,232.12,41.11,13.50,177.49,3184.64
1895,228.36,40.97,13.41,173.97,3184.88
1896,228.75,41.02,13.44,174.28,3186.88
1897,229.57,40.89,13.19,175.47,3187.11
1898,259.76,42.79,13.27,203.68,3187.59
1899,230.17,40.72,13.36,176.07,3187.83
1900,232.40,40.56,13.33,178.48,3185.82
1901,227.50,40.77,13.29,173.42,3188.06
1902,228.69,40.68,13.56,174.43,3188.54
1903,230.49,40.62,13.34,176.52,3186.78
1904,226.45,40.71,13.33,172.38,3186.77
1905,225.17,40.63,13.34,171.18,3187.02
1906,234.56,40.70,13.38,180.46,3187.99
1907,254.04,41.12,13.23,199.67,3187.75
1908,234.81,41.13,13.26,180.39,3187.97
1909,229.38,41.12,13.38,174.86,3188.21
1910,234.86,40.54,13.37,180.92,3187.96
1911,229.98,41.21,13.39,175.36,3188.45
1912,229.88,40.73,13.36,175.77,3188.44
1913,228.92,41.07,13.31,174.52,3190.43
1914,231.69,40.85,13.39,177.43,3191.38
1915,228.25,41.71,13.58,172.94,3191.62
1916,278.92,41.66,13.32,223.93,3173.70
1917,234.65,42.30,13.55,178.78,3178.12
1918,236.08,41.37,13.35,181.34,3177.84
1919,235.36,41.43,13.36,180.55,3179.06
1920,230.24,41.73,13.39,175.11,3179.79
1921,231.12,41.65,13.31,176.14,3182.52
1922,229.65,41.37,13.47,174.79,3183.24
1923,226.91,41.21,13.45,172.23,3183.02
1924,229.39,40.61,13.41,175.35,3181.01
1925,253.82,41.31,13.36,199.13,3181.99
1926,232.01,41.45,13.64,176.90,3183.99
1927,225.77,38.46,13.19,174.11,3181.98
1928,226.69,38.53,13.67,174.48,3182.47
1929,226.11,38.58,13.51,174.01,3182.23
1930,234.09,38.38,13.30,182.40,3185.97
1931,226.43,39.66,13.32,173.43,3184.46
1932,228.31,38.70,13.35,176.24,3184.45
1933,225.06,38.14,13.34,173.56,3184.42
1934,252.93,38.74,13.23,200.93,3185.15
1935,228.93,38.70,13.38,176.82,3187.39
1936,226.70,38.95,13.70,174.03,3185.38
1937,224.86,38.23,13.39,173.23,3187.12
1938,227.92,38.30,13.31,176.29,3185.58
1939,226.64,38.43,13.38,174.81,3185.57
1940,227.10,38.06,13.36,175.67,3185.81
1941,227.57,38.69,13.03,175.83,3186.05
1942,231.08,41.06,13.63,176.37,3190.01
1943,248.13,39.41,13.20,195.50,3191.48
1944,240.78,38.82,13.33,188.61,3174.91
1945,232.94,40.08,13.34,179.50,3178.87
1946,232.08,40.40,13.57,178.09,3181.08
1947,230.49,39.56,13.18,177.73,3182.30
1948,229.53,39.60,13.30,176.61,3185.04
1949,233.57,39.99,14.98,178.58,3194.16
1950,227.89,41.30,13.30,173.28,3193.87
1951,228.10,42.65,13.43,172.01,3195.09
1952,252.45,42.20,13.72,196.51,3193.58
1953,229.74,38.93,13.26,177.53,3193.82
1954,226.25,39.26,13.39,173.58,3195.81
1955,229.78,38.23,13.24,178.29,3195.84
1956,225.31,38.65,13.82,172.82,3196.04
1957,228.25,38.16,13.26,176.81,3194.03
1958,236.20,42.05,13.41,180.72,3197.01
1959,230.54,41.00,13.48,176.04,3196.75
1960,225.14,38.36,13.28,173.47,3196.99
1961,249.48,39.53,13.27,196.67,3195.23
1962,234.18,39.14,13.62,181.40,3196.19
1963,228.86,38.65,13.42,176.78,3196.42
1964,229.62,38.47,13.37,177.76,3196.19
1965,226.46,38.20,13.34,174.90,3198.19
1966,228.55,38.27,13.30,176.97,3197.44
1967,227.99,39.07,13.69,175.21,3196.90
1968,230.29,39.71,13.60,176.96,3198.90
1969,223.02,39.14,13.16,170.71,3199.14
1970,252.95,39.66,13.60,199.67,3197.62
1971,233.90,39.05,13.61,181.22,3197.37
1972,236.56,41.27,13.98,181.28,3197.61
1973,254.84,38.50,13.32,203.00,3164.88
1974,238.12,41.87,13.58,182.64,3189.48
1975,233.44,41.84,13.15,178.43,3190.94
1976,230.87,41.73,13.37,175.75,3193.92
1977,229.70,41.35,13.20,175.13,3192.66
1978,232.07,41.19,13.26,177.60,3195.89
1979,255.40,41.35,13.54,200.49,3195.59
1980,232.40,41.44,13.34,177.61,3195.83
1981,230.38,41.34,13.36,175.65,3196.07
1982,230.89,40.69,13.19,176.99,3196.30
1983,230.38,40.68,13.46,176.22,3197.53
1984,231.98,41.90,13.40,176.65,3199.77
1985,233.76,41.24,13.73,178.77,3197.76
1986,228.20,40.73,13.34,174.12,3198.08
1987,230.60,38.52,13.53,178.53,3200.32
1988,255.13,38.82,13.32,202.98,3198.32
1989,232.09,38.42,13.39,180.26,3198.23
1990,238.62,38.28,13.28,187.05,3198.22
1991,233.99,38.42,13.65,181.90,3200.46
1992,228.01,38.25,13.29,176.45,3200.45
1993,216.38,41.48,13.47,161.42,3198.58
1994,234.68,41.36,13.39,179.91,3198.57
1995,227.86,42.00,13.46,172.39,3198.32
1996,233.69,41.32,13.43,178.91,3198.31
1997,262.80,42.32,13.95,206.50,3198.05
1998,238.99,41.00,13.34,184.63,3198.04
1999,237.73,40.74,13.36,183.61,3198.04
2000,234.83,38.39,13.36,183.07,3198.03
2001,260.99,40.78,13.53,206.66,3173.85
2002,234.41,38.87,13.46,182.07,3176.27
2003,237.92,41.49,13.37,183.04,3188.08
2004,231.72,41.08,13.46,177.15,3191.30
2005,230.81,40.68,13.85,176.25,3192.98
2006,260.17,38.69,13.33,208.12,3196.95
2007,235.36,38.60,13.38,183.35,3196.97
2008,236.21,40.55,13.49,182.15,3198.93
2009,235.90,41.15,13.72,181.01,3196.93
2010,231.55,38.38,13.40,179.74,3196.39
2011,235.00,41.20,13.24,180.54,3196.39
2012,230.94,40.62,13.36,176.95,3196.62
2013,230.62,40.66,13.26,176.68,3198.62
2014,232.20,40.75,13.26,178.17,3198.09
2015,258.70,40.67,13.66,204.34,3199.06
2016,232.89,38.62,13.28,180.97,3199.05
2017,236.53,38.14,13.36,185.02,3201.04
2018,237.85,40.61,13.27,183.96,3202.34
2019,231.00,38.15,13.45,179.38,3200.58
2020,228.56,38.29,13.33,176.92,3200.57
2021,235.18,40.56,13.30,181.30,3200.56
2022,228.85,40.65,13.36,174.82,3200.47
2023,232.53,41.22,13.36,177.93,3200.46
2024,261.09,41.19,13.43,206.46,3200.46
2025,233.87,38.21,13.41,182.23,3200.45
2026,233.30,40.48,13.35,179.45,3200.93
2027,234.88,38.68,14.21,181.96,3203.50
2028,233.56,38.22,13.27,182.04,3201.49
2029,246.47,38.11,13.51,194.83,3172.55
2030,237.75,38.93,13.68,185.12,3179.22
2031,230.54,39.10,13.35,178.06,3182.45
2032,229.01,38.77,13.28,176.94,3185.18
2033,260.85,41.30,13.43,206.10,3184.41
2034,239.68,38.89,13.42,187.36,3199.57
2035,233.43,40.61,13.32,179.49,3199.56
2036,232.21,40.86,13.28,178.05,3199.63
2037,233.42,41.72,13.60,178.08,3199.54
2038,231.36,39.11,13.35,178.88,3201.01
2039,229.83,41.82,13.35,174.64,3203.00
2040,227.24,39.52,13.40,174.30,3203.00
2041,214.64,39.12,14.67,160.83,3205.23
2042,258.11,39.51,13.22,205.36,3204.95
2043,220.14,41.42,12.77,165.94,3204.95
2044,232.89,38.93,13.31,180.64,3205.18
2045,230.93,41.28,13.29,176.34,3205.18
2046,228.71,39.05,13.24,176.40,3203.90
2047,233.69,40.63,13.38,179.66,3203.65
2048,230.41,39.07,13.26,178.06,3203.64
2049,228.91,40.87,13.35,174.67,3203.88
2050,236.01,41.26,13.70,181.03,3204.11
2051,262.51,42.64,13.15,206.70,3206.11
2052,237.04,40.76,13.29,182.97,3204.11
2053,232.33,38.24,13.36,180.71,3204.09
2054,233.75,40.55,13.55,179.62,3204.33
2055,233.63,40.70,13.33,179.58,3208.33
2056,230.99,38.20,13.33,179.44,3206.16
2057,234.58,40.64,13.37,180.55,3206.07
2058,250.56,40.72,13.46,196.36,3173.58
2059,238.97,41.06,13.38,184.50,3203.63
2060,258.17,41.06,13.28,203.81,3201.34
2061,239.49,40.86,13.51,185.10,3201.58
2062,244.74,42.90,13.60,188.22,3203.51
2063,233.33,38.46,13.53,181.33,3203.29
2064,237.62,41.06,13.43,183.10,3205.28
2065,231.96,38.48,13.44,180.02,3203.27
2066,241.87,40.63,13.36,187.86,3204.49
2067,236.11,38.30,13.31,184.48,3206.27
2068,229.48,40.59,13.43,175.45,3204.27
2069,260.80,41.11,13.42,206.25,3204.23
2070,245.63,40.91,13.49,191.21,3204.46
2071,235.85,40.58,13.33,181.93,3204.46
2072,238.02,40.72,13.27,184.01,3206.45
2073,233.79,40.75,13.33,179.69,3206.45
2074,242.36,40.70,13.36,188.28,3205.91
2075,231.29,40.50,13.21,177.56,3206.15
2076,227.37,38.69,13.45,175.21,3206.14
2077,223.68,38.43,13.44,171.80,3206.13
2078,263.06,38.69,13.41,210.94,3209.19
2079,234.35,39.07,13.74,181.52,3207.19
2080,236.36,39.08,13.33,183.93,3207.10
2081,237.56,41.26,13.40,182.88,3207.08
2082,244.22,38.96,13.42,191.82,3208.39
2083,226.42,39.21,13.34,173.86,3208.64
2084,232.27,40.59,13.45,178.21,3208.63
2085,234.89,40.58,13.28,181.02,3210.51
2086,253.27,40.71,13.33,199.21,3179.15
2087,264.15,41.22,13.59,209.32,3180.10
2088,235.36,40.64,13.55,181.16,3182.10
2089,237.86,38.31,13.35,186.18,3182.09
2090,250.62,41.33,14.40,194.87,3201.00
2091,234.06,38.18,13.31,182.55,3203.25
2092,235.63,40.72,13.28,181.62,3205.24
2093,233.52,40.95,13.54,179.01,3205.23
2094,236.54,41.23,14.74,180.56,3208.22
2095,237.59,40.62,13.36,183.58,3209.77
2096,262.51,43.04,13.87,205.58,3210.74
2097,243.56,40.71,13.47,189.36,3210.65
2098,240.07,41.07,13.57,185.41,3209.39
2099,236.18,40.76,13.46,181.94,3211.63
2100,237.60,40.69,13.37,183.51,3209.62
2101,235.72,38.43,13.42,183.85,3206.09
2102,237.99,40.73,13.50,183.73,3207.07
2103,230.05,40.68,13.31,176.05,3207.06
2104,223.41,41.08,13.41,168.90,3207.12
2105,260.75,41.09,13.30,206.35,3210.49
2106,239.91,41.23,13.88,184.78,3208.75
2107,232.65,41.07,13.56,178.01,3208.74
2108,234.06,41.18,13.42,179.43,3208.73
2109,234.44,40.98,13.40,180.04,3208.97
2110,230.93,40.61,13.44,176.85,3211.95
2111,233.38,40.60,13.23,179.53,3211.95
2112,229.10,40.56,13.36,175.16,3211.94
2113,227.58,40.87,13.38,173.31,3209.93
2114,278.10,39.50,13.42,225.15,3178.82
2115,244.00,39.12,13.56,191.30,3204.20
2116,240.37,39.67,13.83,186.85,3204.22
2117,236.96,39.88,14.24,182.82,3205.44
2118,235.85,38.79,13.51,183.53,3206.17
2119,232.56,40.35,13.07,179.12,3204.66
2120,234.63,38.12,13.32,183.18,3206.66
2121,234.57,40.06,13.77,180.73,3206.12
2122,232.66,40.60,13.39,178.64,3208.36
2123,261.04,41.19,13.26,206.57,3210.36
2124,237.57,39.36,14.29,183.90,3208.35
2125,234.29,38.69,13.72,181.86,3206.34
2126,233.42,38.31,13.37,181.72,3206.11
2127,230.95,38.23,13.33,179.36,3208.07
2128,228.38,38.79,13.46,176.10,3206.32
2129,236.42,38.78,13.32,184.30,3206.77
2130,230.24,41.18,14.42,174.62,3206.55
2131,207.66,39.03,12.89,155.71,3209.04
2132,256.82,39.56,13.33,203.91,3209.52
2133,238.51,39.45,13.65,185.38,3210.50
2134,235.39,39.95,14.09,181.33,3210.73
2135,228.95,39.65,13.71,175.57,3208.73
2136,233.39,40.23,13.49,179.66,3210.97
2137,235.62,39.66,13.44,182.50,3210.19
2138,231.13,39.00,13.27,178.84,3210.02
2139,228.10,39.44,13.46,175.18,3210.01
2140,225.81,39.57,13.41,172.80,3210.16
2141,262.21,40.26,13.46,208.46,3210.65
2142,263.20,41.06,13.56,208.56,3187.88
2143,242.16,44.25,14.07,183.82,3193.04
2144,240.44,43.42,14.31,182.68,3194.26
2145,248.87,42.38,13.07,193.39,3204.59
2146,235.85,39.03,13.31,183.49,3209.56
2147,235.70,38.79,13.30,183.59,3208.29
2148,231.70,39.13,13.17,179.38,3211.02
2149,231.38,38.69,13.38,179.29,3209.75
2150,258.65,38.78,13.19,206.65,3210.48
2151,233.30,38.91,13.46,180.90,3212.24
2152,236.80,41.61,13.80,181.36,3210.23
2153,236.03,41.91,13.13,180.97,3210.47
2154,212.58,38.93,13.03,160.60,3210.46
2155,233.82,38.31,13.43,182.06,3210.45
2156,233.46,38.35,13.42,181.66,3208.70
2157,234.49,41.84,15.65,176.98,3210.77
2158,227.25,39.22,13.39,174.62,3211.02
2159,260.32,40.12,13.63,206.55,3210.24
2160,238.97,39.95,14.19,184.82,3212.16
2161,219.56,38.82,13.11,167.61,3209.90
2162,233.94,39.05,13.30,181.58,3212.14
2163,233.51,38.28,13.30,181.91,3210.13
2164,230.82,39.16,13.89,177.75,3210.61
2165,233.56,40.92,13.72,178.91,3210.36
2166,227.82,40.89,13.35,173.57,3212.60
2167,230.54,41.17,13.74,175.62,3214.59
2168,255.98,41.45,13.26,201.24,3213.07
2169,239.49,40.85,13.41,185.22,3214.85
2170,260.04,40.60,13.41,206.01,3176.70
2171,242.45,42.00,13.72,186.72,3182.63
2172,247.35,41.16,13.33,192.83,3207.55
2173,238.14,38.89,13.12,186.11,3211.51
2174,230.37,38.89,13.44,178.03,3208.32
2175,229.12,39.18,13.45,176.47,3207.46
2176,228.56,39.23,13.54,175.77,3210.11
2177,266.79,42.51,14.43,209.83,3211.31
2178,249.27,43.80,14.32,191.13,3213.30
2179,243.48,41.60,13.84,188.02,3211.55
2180,248.46,46.06,15.21,187.17,3211.79
2181,245.93,41.32,15.38,189.21,3213.72
2182,240.83,41.33,13.49,186.00,3211.71
2183,234.16,38.80,13.27,182.05,3211.71
2184,232.73,38.58,13.37,180.76,3211.95
2185,227.61,38.72,14.52,174.36,3211.66
2186,264.78,39.49,13.32,211.95,3214.39
2187,237.45,38.22,13.40,185.80,3212.38
2188,241.38,41.57,13.52,186.27,3212.37
2189,239.32,41.84,13.39,184.07,3212.85
2190,234.76,41.49,13.31,179.93,3212.84
2191,236.98,41.41,13.38,182.17,3214.84
2192,239.36,40.87,13.33,185.14,3214.83
2193,238.62,41.15,13.35,184.10,3215.31
2194,226.24,38.29,13.40,174.53,3213.54
2195,255.10,38.79,13.19,203.09,3216.28
2196,238.46,38.79,13.24,186.41,3216.27
2197,235.26,41.04,13.73,180.47,3216.51
2198,237.41,41.28,13.72,182.39,3216.33
2199,260.50,41.54,13.51,205.43,3194.29
2200,248.95,45.49,14.49,188.95,3200.62
2201,237.88,41.56,13.25,183.04,3207.96
2202,234.82,39.23,13.44,182.13,3210.69
2203,231.40,39.01,13.34,179.04,3211.42
2204,269.88,38.63,13.31,217.92,3211.87
2205,241.14,40.85,13.33,186.95,3211.86
2206,240.23,43.31,14.17,182.73,3213.86
2207,239.86,40.72,13.34,185.78,3211.86
2208,242.79,41.92,13.42,187.43,3214.37
2209,233.43,40.71,13.21,179.49,3214.33
2210,235.81,41.09,13.31,181.39,3214.32
2211,231.83,40.78,13.24,177.79,3216.32
2212,232.11,38.38,13.26,180.44,3214.31
2213,259.01,38.71,13.36,206.92,3213.28
2214,239.68,40.56,13.29,185.81,3213.27
2215,232.63,40.93,13.65,178.04,3213.27
2216,239.72,41.72,13.77,184.21,3218.50
2217,236.27,40.54,13.32,182.40,3218.48
2218,228.40,38.28,13.34,176.76,3218.48
2219,229.59,38.39,13.38,177.81,3216.47
2220,234.29,38.34,13.27,182.66,3216.46
2221,225.45,38.76,13.48,173.19,3218.45
2222,255.49,38.90,13.31,203.26,3214.94
2223,232.69,38.23,13.45,180.99,3215.18
2224,234.50,38.49,13.33,182.65,3215.17
2225,235.73,39.12,13.42,183.18,3215.41
2226,232.86,39.46,13.52,179.86,3215.15
2227,253.82,38.83,13.31,201.67,3195.05
2228,235.93,39.57,13.78,182.57,3198.49
2229,227.97,39.51,13.36,175.09,3198.20
2230,227.03,41.86,13.31,171.84,3200.65
2231,259.31,41.94,13.45,203.90,3201.38
2232,242.52,41.31,13.88,187.31,3205.84
2233,234.17,40.65,13.42,180.08,3204.08
2234,232.80,38.28,13.24,181.26,3204.07
2235,232.45,40.67,13.28,178.48,3204.30
2236,238.37,41.08,13.40,183.87,3204.29
2237,233.10,38.38,13.34,181.37,3206.29
2238,225.71,38.15,13.24,174.30,3208.53
2239,224.41,38.39,13.17,172.83,3208.53
2240,260.12,38.52,13.36,208.22,3208.25
2241,237.04,41.22,13.35,182.45,3207.47
2242,238.91,41.19,13.39,184.31,3207.71
2243,237.19,41.19,13.51,182.48,3207.93
2244,240.79,39.37,13.38,188.01,3210.18
2245,231.01,40.82,13.42,176.76,3210.41
2246,230.27,40.85,13.72,175.68,3208.42
2247,227.48,38.39,13.30,175.77,3208.64
2248,228.55,39.09,13.40,176.04,3210.62
2249,255.16,38.66,13.16,203.33,3208.61
2250,231.97,38.04,13.45,180.46,3210.86
2251,238.68,40.88,13.90,183.88,3211.02
2252,238.07,41.61,13.36,183.09,3212.52
2253,230.53,38.29,13.38,178.84,3208.76
2254,229.55,38.36,13.39,177.79,3208.75
2255,244.35,38.26,13.39,192.68,3200.87
2256,230.56,39.49,13.59,177.46,3208.52
2257,230.19,40.44,13.59,176.15,3206.51
2258,266.41,41.62,13.79,210.98,3208.99
2259,238.25,42.08,13.37,182.78,3210.46
2260,237.65,40.87,13.74,183.02,3208.20
2261,232.64,38.16,13.30,181.16,3208.43
2262,233.40,38.36,13.35,181.66,3208.67
2263,230.02,38.38,13.37,178.25,3210.66
2264,234.09,38.20,13.66,182.21,3213.89
2265,229.73,39.44,13.87,176.40,3210.12
2266,236.21,39.57,13.16,183.46,3219.96
2267,261.07,39.26,13.35,208.44,3219.95
2268,243.96,41.51,13.46,188.96,3222.93
2269,222.56,41.68,12.89,167.97,3222.92
2270,239.73,40.64,13.53,185.54,3224.91
2271,236.88,40.68,13.22,182.97,3225.12
2272,234.30,40.97,13.50,179.81,3224.34
2273,239.17,40.63,13.34,185.18,3226.34
2274,230.36,40.81,13.22,176.30,3224.33
2275,231.93,40.70,13.35,177.86,3222.34
2276,266.83,41.10,13.88,211.84,3222.83
2277,242.11,40.84,13.52,187.73,3223.31
2278,236.10,38.35,13.40,184.34,3223.30
2279,242.17,40.93,13.63,187.59,3223.54
2280,239.40,41.14,13.83,184.41,3224.27
2281,236.01,40.63,13.77,181.59,3224.26
2282,231.31,38.42,13.30,179.57,3226.25
2283,236.09,40.54,13.42,182.11,3224.24
2284,248.64,40.82,13.55,194.25,3206.66
2285,271.02,41.49,13.54,215.97,3221.33
2286,240.30,40.69,13.46,186.13,3223.43
2287,235.14,40.64,13.47,181.00,3224.90
2288,241.77,40.94,13.49,187.32,3222.96
2289,238.80,41.45,13.18,184.15,3222.96
2290,239.33,40.53,13.56,185.22,3224.87
2291,240.73,40.56,13.38,186.78,3224.62
2292,234.54,40.52,13.34,180.67,3224.61
2293,229.53,40.55,13.19,175.77,3222.60
2294,263.93,40.66,13.12,210.13,3224.84
2295,246.40,40.48,13.47,192.43,3224.31
2296,238.28,40.66,13.49,184.11,3224.30
2297,240.87,40.92,13.69,186.24,3226.30
2298,236.34,40.77,13.40,182.15,3228.06
2299,245.57,40.45,13.31,191.79,3227.52
2300,245.07,43.15,14.53,187.37,3227.98
2301,230.81,40.51,13.39,176.89,3225.97
2302,229.57,41.00,13.37,175.18,3224.21
2303,236.51,40.97,13.19,182.32,3224.21
2304,270.54,41.35,13.34,215.84,3224.44
2305,238.78,40.74,13.43,184.59,3226.43
2306,237.87,40.61,13.50,183.73,3226.43
2307,241.87,38.45,13.87,189.53,3226.42
2308,235.51,38.54,13.78,183.16,3224.24
2309,233.83,38.24,13.36,182.21,3224.39
2310,232.48,38.57,13.36,180.53,3224.39
2311,236.35,38.28,13.36,184.69,3224.87
2312,242.70,38.22,13.31,191.15,3207.04
2313,266.11,39.09,13.52,213.49,3224.66
2314,239.09,38.48,13.58,187.02,3224.65
2315,241.27,38.98,14.18,188.09,3222.61
2316,236.04,39.90,13.75,182.37,3224.61
2317,233.61,38.78,13.35,181.45,3224.60
2318,233.00,38.88,13.33,180.76,3226.82
2319,215.40,39.55,13.53,162.30,3223.80
2320,233.02,38.28,13.40,181.32,3224.02
2321,229.87,38.66,13.56,177.63,3224.02
2322,263.23,38.41,13.62,211.18,3224.25
2323,234.28,39.01,14.29,180.96,3223.72
2324,232.86,38.72,13.41,180.71,3225.71
2325,230.64,40.83,13.19,176.60,3223.96
2326,231.70,38.67,13.61,179.41,3225.95
2327,231.62,38.29,13.50,179.81,3223.94
2328,224.78,38.19,13.38,173.19,3226.43
2329,224.08,38.55,13.26,172.25,3226.42
2330,224.39,38.38,13.13,172.86,3226.43
2331,257.63,40.91,13.23,203.47,3225.89
2332,235.03,38.89,13.43,182.69,3225.89
2333,238.77,42.53,13.62,182.60,3225.88
2334,232.21,38.48,13.56,180.15,3226.10
2335,229.82,38.31,13.46,178.02,3226.34
2336,229.08,39.42,13.41,176.23,3226.33
2337,229.72,39.35,13.32,177.03,3228.32
2338,224.32,39.53,13.39,171.38,3228.56
2339,228.78,39.10,13.15,176.51,3227.54
2340,270.08,38.53,13.21,218.32,3212.52
2341,237.86,42.21,13.62,182.02,3222.63
2342,232.38,39.93,13.36,179.07,3223.63
2343,233.96,39.49,13.77,180.68,3225.34
2344,231.52,39.86,14.46,177.18,3225.57
2345,228.18,38.76,13.23,176.17,3225.57
2346,229.01,41.38,13.33,174.28,3226.30
2347,228.91,39.26,13.31,176.33,3224.53
2348,224.15,39.06,13.30,171.77,3224.52
2349,256.09,38.86,13.22,203.99,3226.52
2350,234.22,39.53,13.43,181.24,3224.55
2351,234.43,38.99,13.43,181.99,3226.50
2352,231.17,38.97,13.37,178.82,3226.98
2353,229.61,40.94,13.37,175.28,3228.98
2354,225.13,40.64,13.29,171.18,3227.46
2355,227.79,38.28,13.27,176.18,3227.70
2356,224.73,41.22,13.31,170.19,3225.70
2357,225.17,38.13,13.27,173.75,3227.94
2358,255.08,38.17,13.21,203.68,3228.67
2359,233.76,38.48,13.29,181.96,3228.90
2360,236.91,41.38,13.31,182.21,3227.14
2361,228.30,40.40,13.34,174.54,3227.13
2362,228.29,40.66,13.37,174.24,3229.12
